CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
16-01-2947-46,,ALTA VERAPAZ,COBAN,instituto privado basico y bachillerato por madurez carlos v,5a calle 1-98 zona 3,,,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-3041-46,16-005,ALTA VERAPAZ,COBAN,instituto de bachillerato ads al instituto normal mixto del norte emilio rosales ponce,3avenida 6-23 zona 11,79521468,Rudy Adolfo Tot Och,Victor Hugo Dominguez Reyes,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-6190-46,16-031,ALTA VERAPAZ,COBAN,liceo miguel angel asturias,7a calle 1-13 zona 3,79511103,Mercedes Josefina Torres Galvez,Jayron Ariel Coy Cacao,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-6191-46,16-031,ALTA VERAPAZ,COBAN,colegio privado mixto tecnologico en informatica,2a calle 12-23 zona 4,79511459,Mercedes Josefina Torres Galvez,Jorge Salvador Juarez Sierra,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-7308-46,16-031,ALTA VERAPAZ,COBAN,colegio particular mixto imperial,5a calle 1-98 zona 3,79514226,Mercedes Josefina Torres Galvez, ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-8294-46,16-031,ALTA VERAPAZ,COBAN,liceo preuniversitario del norte,3a avenida 8-32 barrio la libertad zona 10,79417346,Mercedes Josefina Torres Galvez,Oscar Alfredo Molina Cu,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
16-01-8317-46,16-031,ALTA VERAPAZ,COBAN,liceo de computacion y educacion para el hogar mbm,3av 1-23 zona 4,79513444,Mercedes Josefina Torres Galvez,Matilde Och Cacao,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-8331-46,16-031,ALTA VERAPAZ,COBAN,liceo preuniversitario del norte,3a avenida 8-32 barrio la libertad zona 10,79417346,Mercedes Josefina Torres Galvez,Zoila Imena Lopez Rodas,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-01-8335-46,16-031,ALTA VERAPAZ,COBAN,colegio de informatica ceninfav,12 av 2-12 zona 1,79545566,Mercedes Josefina Torres Galvez,Maria Magdalena Bol Cu,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-8813-46,25-000,ALTA VERAPAZ,COBAN,instituto guatemaltecod de educacion radiofonica iger,,,Sonia Haydee Reyes Monterroso,,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,A DISTANCIA,ALTA VERAPAZ
16-01-9067-46,16-005,ALTA VERAPAZ,COBAN,escuela normal de educacion fisica,calzada rabin ajau zona 11,79523686,Rudy Adolfo Tot Och,Berta Maria Mendez Rodriguez,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
16-01-9095-46,16-031,ALTA VERAPAZ,COBAN,colegio privado mixto tecnologico en informatica,2a calle 12-23 zona 4,79511459,Mercedes Josefina Torres Galvez,Daniel Bernardo Ramirez Gonzalez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-9102-46,16-031,ALTA VERAPAZ,COBAN,colegio evangelico mixto nazaret,6a calle 8-10 zona 10 cerrito el caracol coban,79511866,Mercedes Josefina Torres Galvez,Ana Maria Yat Coy,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-9260-46,16-005,ALTA VERAPAZ,COBAN,escuela de formacion agricola,finca san jose la colonia,52191386,Rudy Adolfo Tot Och,,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
16-01-9544-46,16-031,ALTA VERAPAZ,COBAN,colegio bilingue de infantes,3a calle 7-07 zona 3,33836377,Mercedes Josefina Torres Galvez,Nancy Johana Hengstenberg Delgado,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-9851-46,16-031,ALTA VERAPAZ,COBAN,colegio de informatica ceninfav,12av 2-12 zona 1,79521765,Mercedes Josefina Torres Galvez,Hector Vidal Bol Cu,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-01-9897-46,16-031,ALTA VERAPAZ,COBAN,colegio particular mixto verapaz,km2095 entrada a coban,77367402,Mercedes Josefina Torres Galvez,Jorge Edy Gutierrez Ponce,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-9956-46,16-031,ALTA VERAPAZ,COBAN,liceo preuniversitario del norte,2a calle 4-61 zona 4,79514754,Mercedes Josefina Torres Galvez,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-01-9958-46,16-031,ALTA VERAPAZ,COBAN,liceo dr ricardo bressani,1a avenida 5-52 zona 2,79521920,Mercedes Josefina Torres Galvez,Belsy Claribel Santisteban Archila,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
16-01-9991-46,16-031,ALTA VERAPAZ,COBAN,asociacion de maestros de educacion rural de guatemala amerg ,6ta avenida 1-27 zona 4,79520175,Mercedes Josefina Torres Galvez,,PRIVADO,RURAL,CERRADA TEMPORALMENTE,BILINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-02-0013-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,instituto nacional de educacion diversificado,barrio santa elena,57767683,Efrain Caal Cuc,Erik Roberto Cu Pop,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-02-0020-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,liceo santa cruz,calle 3 de mayo 2-67 zona 2 barrio santo tomas,50161328,Efrain Caal Cuc,Augusto Alexander Rax Rodriguez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-02-0053-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,colegio futuro amanecer,calle 3 de mayo 2-70 zona 1,59984909,Efrain Caal Cuc,Blanca Floridalma Quej Chiquin,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-02-0055-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,liceo santa cruz,calle 3 de mayo 2-67 barrio santo tomas,42035694,Efrain Caal Cuc,Augusto Alexander Rax Rodriguez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-03-0036-46,16-053,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,instituto nacional de educacion diversificado,barrio chiyuc,,Roberto De Jesus Lopez Alvarez,Edy Rolando Jom Coy,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0047-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo san cristobal,5a calle 4-18 zona 1 barrio santa ana san cristobal verapaz,79504134,Olga Marina Buc,Danilo Coc Pop,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-03-0056-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,instituto tecnologico vocacional marco tulio de la cruz morales,2a calle zona 4 barrio san felipe,79504929,Olga Marina Buc,Rigoberto Higinio Suram Jom,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0076-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio mixto ciencias tecnologicas,3a calle 0-43 zona 3 barrio san sebastian,44848051,Olga Marina Buc,Carlos Salvatierra Santos,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0077-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio mixto ciencias tecnologicas,3a calle 0-43 zona 3 barrio san sebastian,32386711,Olga Marina Buc,Massena Oswaldo Sagastume Portocarrero,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0082-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio mixto ciencias tecnologicas,3a calle 0-43 zona 3 barrio san sebastian,59070869,Olga Marina Buc,Marco Augusto Jom Caal,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0083-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio mixto ciencias tecnologicas,3a calle 0-43 zona 3 barrio san sebastian,59070869,Olga Marina Buc,Marco Augusto Jom Caal,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0087-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,instituto nacional de educacion diversificada con orientacion en artes y oficios,caserio pantocan,55288589,Olga Marina Buc,Joel David Lem Suram,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0088-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo galileo galilei,2a calle 2a avenida zona 3 barrio san sebastian,45160662,Olga Marina Buc,Marco Tulio De La Cruz Morales,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-03-0092-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo de ciencias aplicadas dr carlos aldana mendoza,4a avenida entre 0 y 1 calle zona 4 barrio san felipe,31479184,Olga Marina Buc,Juan Gabriel Cal Suram,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0093-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,instituto tecnologico vocacional marco tulio de la cruz morales,2a calle 4-45 zona 4 barrio san felipe,79504929,Olga Marina Buc,Rigoberto Higinio Suram Jom,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-03-0095-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio mixto la pupila del cielo,4a calle a 2-17 enclavado zona 2 colonia pana,33801345,Olga Marina Buc,Mario Rene Cal Sun,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0097-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio mixto ciencias tecnologicas,3a calle 0-43 zona 3 barrio san sebastian,77923223,Olga Marina Buc,Massena Oswaldo Sagastume Portocarrero,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-03-0104-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo de ciencias aplicadas dr carlos aldana mendoza,4a avenida entre 0 y 1 calle zona 4 barrio san felipe,79504090,Olga Marina Buc,Delmy Damariz Choc Lopez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ
16-03-0105-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo de ciencias aplicadas dr carlos aldana mendoza,4a avenida entre 0 y 1 calle zona 4 barrio san felipe,79504090,Olga Marina Buc,Juan Gabriel Cal Suram,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-03-0106-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo de ciencias aplicadas dr carlos aldana mendoza,4a avenida entre 0 y 1 calle zona 4 barrio san felipe,79504090,Olga Marina Buc,Juan Gabriel Cal Suram,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0108-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio mixto ciencias tecnologicas,3a calle 0-43 zona 3 barrio san sebastian,77923223,Olga Marina Buc,Massena Oswaldo Sagastume Portocarrero,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ
16-03-0109-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio mixto ciencias tecnologicas,3a calle 0-43 zona 3 barrio san sebastian,77923223,Olga Marina Buc,Mynor Walter Jom Coy,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0110-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo galileo galilei,2a calle 2a avenida zona 3 barrio san sebastian,79504337,Olga Marina Buc,Maria Angelica Gomez Chavez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0139-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,instituto tecnologico vocacional marco tulio de la cruz morales,2a calle 4-45 zona 4 barrio san felipe,79504929,Olga Marina Buc,Rigoberto Higinio Suram Jom,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-03-0158-46,16-050,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,centro de edcacion extraescolar ceex ,colonia pantocan,46280307,Maximiliano Chub Ical,Sara Floridalma Cu Tiul,PRIVADO,RURAL,ABIERTA,BILINGUE,DOBLE,SEMIPRESENCIAL,ALTA VERAPAZ
16-03-0243-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio mixto ciencias tecnologicas,3a calle 0-43 zona 3 barrio san sebastian,41705134,Olga Marina Buc,Massena Oswaldo Sagastume Portocarrero,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-03-0245-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo de ciencias aplicadas dr carlos aldana mendoza,4a avenida entre 0 y 1 calle zona 4 barrio san felipe,31479184,Olga Marina Buc,Delmy Damariz Choc Lopez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-03-0247-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo galileo galilei,2a calle 2a avenida zona 3 barrio san sebastian,45160622,Olga Marina Buc,Maria Angelica Gomez Chavez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-03-0259-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,instituto tecnologico vocacional marco tulio de la cruz morales,2a calle 4-45 zona 4 barrio san felipe,79504929,Olga Marina Buc,Rigoberto Higinio Suram Jom,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-0262-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio mixto la pupila del cielo,4a calle a 2-17 enclavado zona 2 colonia pana,33801345,Olga Marina Buc,Mario Rene Cal Sun,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-03-0263-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio mixto la pupila del cielo,4a calle a 2-17 enclavado zona 2 colonia pana,33801345,Olga Marina Buc,Mario Rene Cal Sun,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-03-0265-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo san cristobal,5a calle 4-18 zona 1 barrio santa ana,57332422,Olga Marina Buc,Danilo Coc Pop,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-03-0266-46,16-050,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,centro de edcacion extraescolar ceex ,caserio chilley,45552665,Maximiliano Chub Ical,Henry Manuel Hidalgo Sacba,OFICIAL,RURAL,ABIERTA,BILINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
16-03-1388-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio meson,8a avenida 6-00 zona 1,79504027-79504028,Olga Marina Buc,Luis Emilio Solares Marroquin,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-1429-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo galileo galilei,2a calle 2a avenida zona 3 barrio san sebastian,79504337,Olga Marina Buc,Maria Angelica Gomez Chavez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-1520-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo galileo galilei,2a calle 2a avenida zona 3 barrio san sebastian,45160662,Olga Marina Buc,Maria Angelica Gomez Chavez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-03-1607-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo galileo galilei,1a avenida 3-62 zona 4 barrio san felipe,56377425,Olga Marina Buc,Marco Tulio De La Cruz Morales,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-9884-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo san cristobal,5a calle 4-18 zona 1 barrio santa ana,79504134,Olga Marina Buc,Danilo Coc Pop,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-9885-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo san cristobal,5a calle 4-18 zona 1 barrio santa ana,79504134,Olga Marina Buc,Danilo Coc Pop,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-03-9886-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo san cristobal,0 avenida 1-71 zona 5 barrio san cristobal,79504134,Olga Marina Buc,Gladis Yolanda Moran Lem,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ
16-04-0036-46,16-009,ALTA VERAPAZ,TACTIC,instituto akaltic,0 calle b oc-150 zona 4,79539043,Wilson Edwin Oswaldo Caal Cho,Concha De Pelaez,PRIVADO,URBANA,CERRADA TEMPORALMENTE,BILINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
16-04-0041-46,16-011,ALTA VERAPAZ,TACTIC,colegio particular mixto blaise pascal,5a avenida 2-56 zona 1,56294302,Jorge Alberto Caal Bol,Guillermo Alfredo Portocarrero,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA VERAPAZ
16-04-0042-46,16-009,ALTA VERAPAZ,TACTIC,colegio cristiano particular mixto vida,canton chijacorral zona 7,79529275,Wilson Edwin Oswaldo Caal Cho,Thelma Floridalma Fernandez Moya,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-04-0046-46,16-009,ALTA VERAPAZ,TACTIC,colegio particular mixto blaise pascal,4a calle 09-103 zona 1,79539955,Wilson Edwin Oswaldo Caal Cho,Rolando Macz Bac,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-04-0049-46,16-009,ALTA VERAPAZ,TACTIC,instituto akaltic,0 calle b oc-150 zona 4,79539043,Wilson Edwin Oswaldo Caal Cho,Ana Eliza Pelaez Ponce,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-04-0050-46,16-009,ALTA VERAPAZ,TACTIC,instituto akaltic,0 calle b oc-150 zona 4,79539043,Wilson Edwin Oswaldo Caal Cho,Ana Eliza Pelaez Ponce,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-04-0062-46,16-009,ALTA VERAPAZ,TACTIC,instituto nacional de educacion diversificado,canton chijacorral,50443851,Wilson Edwin Oswaldo Caal Cho,Ruben Xicol Bac,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-04-0064-46,16-009,ALTA VERAPAZ,TACTIC,colegio nuestra senora de la asuncion,0 calle c 4-29 zona 4 barrio chamche,79529368,Wilson Edwin Oswaldo Caal Cho,Maria Angelica Castillo Martinez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-04-0068-46,16-009,ALTA VERAPAZ,TACTIC,colegio cristiano particular mixto vida,1a avenida 6-73 zona 7 canton chijacorral,79529275,Wilson Edwin Oswaldo Caal Cho,Evelin Marisol Donis Bin,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
16-04-0072-46,16-009,ALTA VERAPAZ,TACTIC,colegio privado mixto la ensenanza,12 av a 4-30 zona 3 barrio asuncion,79539069,Wilson Edwin Oswaldo Caal Cho,Mayra Magdalena Yat Chon,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-04-0078-46,16-009,ALTA VERAPAZ,TACTIC,colegio privado mixto la ensenanza,12 avenida a 4-30 zona 3,79539069,Wilson Edwin Oswaldo Caal Cho,Mayra Magdalena Yat Chon,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-04-0079-46,16-009,ALTA VERAPAZ,TACTIC,colegio nuestra senora de la asuncion,2a ave 02-053 zona 2 barrio san jacinto,79529368,Wilson Edwin Oswaldo Caal Cho,Alfonso Mendez Martir,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ
16-04-0080-46,16-009,ALTA VERAPAZ,TACTIC,colegio nuestra senora de la asuncion,2a ave 02-053 zona 2 barrio san jacinto,79529368,Wilson Edwin Oswaldo Caal Cho,Alfonso Mendez Martir,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-04-0118-46,16-009,ALTA VERAPAZ,TACTIC,colegio nuestra senora de la asuncion,o calle c 4-29 zona 4 barrio chamche,54238753,Wilson Edwin Oswaldo Caal Cho,Maria Angelica Cstillo Martinez,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-04-0120-46,16-009,ALTA VERAPAZ,TACTIC,colegio particular mixto blaise pascal,4a calle 09-103 zona 1,59984909,Wilson Edwin Oswaldo Caal Cho,Rolando Macz Bac,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-04-0122-46,16-009,ALTA VERAPAZ,TACTIC,colegio privado mixto la ensenanza,12a avenida a 4-30 zona 2 barrio asuncion,79539069,Wilson Edwin Oswaldo Caal Cho,Mayra Magdalena Yat Chon,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-04-0124-46,16-009,ALTA VERAPAZ,TACTIC,instituto akaltic,0 calle b oc-150 zona 4,58536938,Wilson Edwin Oswaldo Caal Cho,Ana Eliza Pelaez Ponce,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-04-0128-46,16-009,ALTA VERAPAZ,TACTIC,colegio particular mixto blaise pascal,4a calle 09-103 zona 1,77565109,Wilson Edwin Oswaldo Caal Cho,Rolando Macz Bac,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-04-1233-46,16-009,ALTA VERAPAZ,TACTIC,colegio particular mixto blaise pascal,4a avenida 0 calle -176 zona 4,79539955,Wilson Edwin Oswaldo Caal Cho,Concepcion Analucia Lopez Vielman,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-04-1235-46,16-009,ALTA VERAPAZ,TACTIC,colegio particular mixto blaise pascal,4a calle 09-103 zona 1,79539955,Wilson Edwin Oswaldo Caal Cho,Claudia Nineth Dubon Castaneda,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-04-1709-46,16-009,ALTA VERAPAZ,TACTIC,instituto privado mixto de educacion diversificada liceo tactic jv,barrio asuncion,,Wilson Edwin Oswaldo Caal Cho,,PRIVADO,URBANA,TEMPORAL NOMBRAMIENTO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-04-2308-46,16-009,ALTA VERAPAZ,TACTIC,instituto akaltic,o calle b oc-150 zona 4,79539043,Wilson Edwin Oswaldo Caal Cho,Ana Eliza Pelaez Ponce,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
